Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2.23,1,-1.96995,6.06656,7.88521,9.12863,12.2413,13.1557,13.6003,15.086,16.2564,17.8342,18.9474,20.4931,22.7183,25.0957,27.0108,27.2702
2.25,1,-2.04925,6.32759,8.05961,9.17852,12.185,13.0841,13.5054,14.9712,16.3352,17.6444,18.6502,20.4563,22.5281,24.6879,26.8366,27.6381
2.27,1,-2.1229,6.59412,8.23201,9.22355,12.1216,13.0229,13.4177,14.811,16.4267,17.5149,18.3536,20.4402,22.3568,24.2933,26.4115,28.2754
2.29,1,-2.19076,6.86578,8.40076,9.26379,12.0504,12.9724,13.3374,14.6108,16.5298,17.4398,18.0604,20.4456,22.2037,23.913,25.9961,28.9214
2.31,1,-2.25275,7.14205,8.56402,9.29938,11.9705,12.9327,13.2643,14.382,16.6428,17.4078,17.7736,20.4737,22.0681,23.5486,25.5913,29.5755
2.33,1,-2.30877,7.42227,8.7198,9.3305,11.8796,12.904,13.1985,14.1387,16.7639,17.4059,17.4965,20.5251,21.9488,23.202,25.1982,30.2369
2.35,1,-2.35875,7.70552,8.86592,9.35736,11.7746,12.8861,13.14,13.895,16.8906,17.2324,17.4228,20.6003,21.8451,22.8756,24.818,30.9047
2.37,1,-2.40261,7.99046,9.00014,9.38018,11.652,12.8783,13.0889,13.6638,16.9852,17.0198,17.4492,20.6988,21.7561,22.5722,24.4523,31.5781
2.39,1,-2.4403,8.27512,9.1202,9.39921,11.5085,12.8795,13.045,13.4559,16.759,17.1475,17.479,20.8191,21.681,22.2956,24.1033,32.2555
2.41,1,-2.47178,8.55633,9.22396,9.41466,11.3433,12.8877,13.0084,13.2798,16.5586,17.2689,17.5077,20.958,21.6193,22.0504,23.7746,32.9347
2.43,1,-2.49701,8.82865,9.30947,9.42676,11.1598,12.9006,12.9791,13.1399,16.389,17.3782,17.5326,21.1097,21.5705,21.8424,23.4718,33.6116
2.45,1,-2.51596,9.08179,9.37508,9.43566,10.9695,12.9146,12.9572,13.0374,16.2556,17.4689,17.5522,21.2634,21.5342,21.6777,23.2053,34.2777
2.47,1,-2.5286,9.29474,9.41953,9.44152,10.7959,12.9266,12.9426,12.9709,16.1631,17.5343,17.5655,21.3995,21.5102,21.5631,22.9944,34.9119
2.49,1,-2.53493,9.42643,9.44197,9.44442,10.683,12.9334,12.9353,12.9384,16.1158,17.5687,17.5723,21.4849,21.4982,21.5042,22.8717,35.4315
2.5,1,-2.53572,9.44478,9.44478,9.44478,10.667,12.9343,12.9343,12.9343,16.1098,17.5731,17.5731,21.4967,21.4967,21.4967,22.8552,35.5338
