Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.56,-1,-7.64367,2.79282,4.78852,4.89903,11.4299,12.2042,20.2439,20.4952,20.8357,21.4501,23.0612,23.6692,23.9346,26.2592,29.4143,29.9857
1.58,-1,-7.64407,2.81156,4.71665,4.91095,11.4892,12.3089,20.0099,20.2089,20.5842,21.3392,23.367,23.904,24.1566,26.377,29.1202,29.878
1.6,-1,-7.64452,2.83581,4.63122,4.92678,11.5532,12.4488,19.7651,19.9209,20.3258,21.1973,23.6717,24.1683,24.3935,26.5157,28.8275,29.7423
1.62,-1,-7.64511,2.86549,4.53521,4.94643,11.6184,12.6239,19.5157,19.637,20.0629,21.0313,23.972,24.4533,24.6383,26.6708,28.5421,29.5811
1.64,-1,-7.64596,2.90044,4.43164,4.96979,11.6835,12.8317,19.2658,19.3602,19.7979,20.8472,24.2633,24.7525,24.8866,26.8386,28.2685,29.3991
1.66,-1,-7.64719,2.94049,4.32346,4.99674,11.7487,13.068,19.0181,19.0931,19.5328,20.6497,24.539,25.0615,25.1354,27.0158,28.0117,29.2025
1.68,-1,-7.64893,2.98538,4.21346,5.02712,11.8147,13.3279,18.7747,18.8379,19.2692,20.4426,24.7889,25.3769,25.384,27.2001,27.7776,28.9988
1.7,-1,-7.65134,3.03474,4.10428,5.06077,11.8824,13.6056,18.537,18.5975,19.0086,20.2289,24.9978,25.6336,25.6961,27.3895,27.5727,28.7966
1.72,-1,-7.65456,3.08799,3.99851,5.09751,11.9522,13.8948,18.306,18.3756,18.7522,20.0109,25.1472,25.8864,26.0169,27.4025,27.5827,28.608
1.74,-1,-7.65874,3.14415,3.89885,5.13714,12.0244,14.1881,18.0829,18.1768,18.5015,19.7905,25.2212,26.1433,26.3378,27.2652,27.7788,28.45
1.75,-1,-7.66124,3.17282,3.85227,5.15796,12.0616,14.3332,17.9744,18.088,18.379,19.6799,25.2279,26.2724,26.4977,27.2044,27.8777,28.3896
1.75,1,-7.66124,3.17282,3.85227,5.15796,12.0616,14.3332,17.9744,18.088,18.379,19.6799,25.2279,26.2724,26.4977,27.2044,27.8777,28.3896
1.77,1,-7.66717,3.22953,3.76827,5.20148,12.1377,14.613,17.7643,17.934,18.1446,19.4587,25.1846,26.5271,26.816,27.0835,28.0771,28.3205
1.79,1,-7.67444,3.28081,3.70197,5.24729,12.2162,14.8659,17.5636,17.7962,17.9516,19.2385,25.0792,26.7396,26.9754,27.1312,28.2784,28.329
1.81,1,-7.68318,3.31682,3.66413,5.29513,12.2965,15.0735,17.3729,17.6113,17.8812,19.0201,24.9303,26.6735,27.101,27.4425,28.4003,28.4817
1.83,1,-7.69353,3.32628,3.66681,5.34469,12.378,15.2186,17.1927,17.3969,17.9327,18.8044,24.7534,26.452,27.3371,27.7494,28.4644,28.687
1.85,1,-7.70559,3.31105,3.70871,5.39568,12.4596,15.2937,17.0234,17.1812,18.0851,18.592,24.5593,26.1863,27.575,28.0513,28.2616,28.8946
1.87,1,-7.71943,3.28529,3.77613,5.44778,12.5402,15.3052,16.8655,16.9706,18.3256,18.3835,24.3551,25.8881,27.7962,27.8539,28.3481,29.0728
