Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2.05,1,-2.6165,3.43017,5.43115,6.96893,11.3339,12.9665,13.704,13.9713,14.9535,19.0318,19.5364,20.1518,21.0401,24.0786,26.3874,27.2138
2.07,1,-2.68803,3.56853,5.55052,7.03108,11.3463,12.8403,13.5726,13.9254,14.9047,18.7203,19.7498,19.9767,21.0347,23.7278,26.3651,27.2847
2.09,1,-2.7596,3.71622,5.67441,7.09108,11.3445,12.7225,13.4468,13.8936,14.8694,18.3714,19.7776,19.8335,21.2442,23.396,26.1313,27.3578
2.11,1,-2.83068,3.87298,5.80201,7.14857,11.3284,12.6133,13.3267,13.8734,14.8477,18.0174,19.6532,19.7144,21.6016,23.0982,25.779,27.5221
2.13,1,-2.90077,4.03852,5.93251,7.20327,11.2985,12.5131,13.2122,13.8608,14.8396,17.6704,19.4762,19.596,21.9753,22.8828,25.3875,27.6008
2.15,1,-2.96942,4.21252,6.06504,7.25491,11.2558,12.4222,13.1035,13.8504,14.8453,17.3391,19.264,19.4972,22.1355,22.9409,24.9858,27.3148
2.17,1,-3.0362,4.39464,6.19873,7.3033,11.2013,12.3408,13.0005,13.8355,14.8644,17.0314,19.032,19.4163,22.0049,23.3349,24.5845,26.9436
2.19,1,-3.10073,4.58451,6.33262,7.34827,11.1363,12.2691,12.9033,13.8083,14.8967,16.7549,18.7881,19.352,21.8006,23.8409,24.1887,26.5466
2.21,1,-3.16266,4.78173,6.46572,7.38973,11.0617,12.2073,12.812,13.7608,14.9419,16.5172,18.5365,19.3041,21.5942,23.8008,24.3838,26.1439
2.23,1,-3.22168,4.98585,6.597,7.42763,10.9781,12.1555,12.7266,13.6865,14.9993,16.3241,18.2802,19.273,21.4007,23.4228,24.9458,25.7436
2.25,1,-3.2775,5.19641,6.72533,7.46199,10.8856,12.1139,12.647,13.5821,15.0681,16.1785,18.022,19.2594,21.2239,23.056,25.3423,25.5277
2.27,1,-3.32988,5.41282,6.84959,7.49286,10.7839,12.0824,12.5735,13.4494,15.1473,16.0785,17.7648,19.264,21.0644,22.7018,24.9582,26.1108
2.29,1,-3.3786,5.63444,6.9686,7.52033,10.6724,12.0609,12.5059,13.2948,15.2358,16.0178,17.5113,19.2874,20.9221,22.3617,24.5795,26.707
2.31,1,-3.42346,5.86046,7.08118,7.54455,10.5501,12.049,12.4444,13.1274,15.3319,15.9879,17.2645,19.3302,20.796,22.0373,24.2106,27.3117
2.33,1,-3.46428,6.08986,7.18616,7.56565,10.4162,12.0463,12.3889,12.957,15.4338,15.9799,17.0275,19.3925,20.6852,21.7303,23.853,27.9241
2.35,1,-3.50091,6.32129,7.28243,7.58382,10.2701,12.0518,12.3395,12.7924,15.5392,15.986,16.8034,19.4741,20.589,21.4431,23.5081,28.5432
2.37,1,-3.53324,6.55292,7.36895,7.59922,10.1123,12.0642,12.2962,12.6407,15.6453,16,16.5955,19.5737,20.5065,21.1783,23.1778,29.1682
2.39,1,-3.56114,6.78212,7.4448,7.61205,9.94442,12.0818,12.2591,12.5067,15.7487,16.0173,16.4075,19.6894,20.437,20.9391,22.8646,29.7976
2.41,1,-3.58453,7.00486,7.50918,7.62245,9.77056,12.1024,12.2282,12.3936,15.8456,16.0346,16.2431,19.8176,20.3799,20.7294,22.5722,30.4293
2.43,1,-3.60333,7.2148,7.56143,7.63057,9.59771,12.1234,12.2034,12.303,15.9314,16.0471,16.1088,19.952,20.3348,20.5535,22.3068,31.0592
2.45,1,-3.61748,7.40151,7.60104,7.63656,9.43734,12.1424,12.1848,12.2353,15.9926,16.0014,16.0688,20.0826,20.3013,20.4159,22.0783,31.6787
2.47,1,-3.62693,7.54821,7.62764,7.64049,9.3074,12.1567,12.1724,12.1905,15.921,16.0512,16.0758,20.1924,20.2791,20.3212,21.9033,32.2647
2.49,1,-3.63167,7.63163,7.641,7.64243,9.23209,12.1644,12.1662,12.1682,15.8839,16.0772,16.0799,20.2578,20.268,20.2728,21.8054,32.7305
2.5,1,-3.63226,7.64268,7.64268,7.64268,9.22205,12.1654,12.1654,12.1654,15.8793,16.0805,16.0805,20.2667,20.2667,20.2667,21.7925,32.817
