Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2.07,1,-2.79638,4.86275,6.60248,8.498,13.5706,15.16,15.9099,16.3481,16.9031,21.7456,22.7838,23.3422,24.6761,27.2979,30.5229,31.4345
2.09,1,-2.87687,5.0171,6.75996,8.5718,13.6178,15.0388,15.7812,16.2745,16.842,21.3609,22.6233,23.3607,24.9287,26.8649,30.0931,31.6498
2.11,1,-2.95703,5.18319,6.92094,8.6421,13.645,14.9283,15.6564,16.2215,16.8005,20.956,22.4336,23.2756,25.3609,26.4558,29.6118,31.9062
2.13,1,-3.03628,5.36055,7.08456,8.70851,13.6513,14.8285,15.5358,16.1877,16.7786,20.5439,22.2494,23.135,25.7897,26.1631,29.1206,32.0774
2.15,1,-3.11407,5.54868,7.24991,8.77068,13.6372,14.7387,15.4196,16.17,16.7762,20.1361,22.0713,22.9759,25.6033,26.5547,28.6312,31.6097
2.17,1,-3.18991,5.74704,7.41602,8.82836,13.6045,14.6581,15.3082,16.1623,16.7926,19.7425,21.8946,22.8159,25.2652,27.1506,28.1485,31.1248
2.19,1,-3.26331,5.95505,7.58187,8.88137,13.556,14.5859,15.2019,16.1561,16.8275,19.373,21.7131,22.6656,24.9424,27.6749,27.7775,30.6406
2.21,1,-3.33388,6.17209,7.74637,8.92964,13.4947,14.5215,15.1009,16.1401,16.8801,19.0383,21.5211,22.5328,24.6459,27.2121,28.4216,30.1632
2.23,1,-3.40121,6.39747,7.90835,8.97315,13.4228,14.4649,15.0057,16.1014,16.9493,18.7501,21.3147,22.4235,24.3782,26.7613,29.0761,29.6976
2.25,1,-3.46499,6.6304,8.06656,9.01198,13.342,14.4163,14.9164,16.0276,17.034,18.5194,21.0933,22.3411,24.1395,26.3239,29.2261,29.758
2.27,1,-3.5249,6.87,8.21969,9.0463,13.2529,14.3759,14.8334,15.9111,17.1329,18.3526,20.8591,22.287,23.9288,25.901,28.7837,30.4324
2.29,1,-3.58067,7.11521,8.36638,9.0763,13.155,14.3441,14.7567,15.7534,17.2443,18.248,20.6167,22.2609,23.7445,25.4942,28.3507,31.1191
2.31,1,-3.63206,7.36471,8.50521,9.10225,13.0475,14.3212,14.6866,15.5649,17.3662,18.1956,20.3716,22.2617,23.5843,25.1051,27.9314,31.814
2.33,1,-3.67886,7.61687,8.6348,9.12444,12.9287,14.3071,14.6232,15.3609,17.4963,18.1812,20.1295,22.2882,23.4461,24.7358,27.528,32.5157
2.35,1,-3.72089,7.8695,8.75378,9.14317,12.7975,14.3013,14.5666,15.1564,17.6316,18.1914,19.896,22.3387,23.3279,24.389,27.1425,33.2228
2.37,1,-3.75799,8.1197,8.86086,9.15874,12.6535,14.3029,14.5169,14.9643,17.7686,18.2152,19.6765,22.4105,23.2279,24.0677,26.7777,33.9338
2.39,1,-3.79004,8.36342,8.95486,9.17146,12.4982,14.3106,14.4742,14.7937,17.903,18.2445,19.4763,22.5002,23.1446,23.7761,26.4374,34.6464
2.41,1,-3.8169,8.59495,9.03475,9.1816,12.3367,14.3224,14.4385,14.6501,18.0297,18.2741,19.3003,22.6025,23.0768,23.5188,26.1268,35.3569
2.43,1,-3.8385,8.80618,9.09968,9.1894,12.1777,14.3361,14.4098,14.5361,18.1428,18.3001,19.1532,22.7097,23.0236,23.3015,25.8535,36.0593
2.45,1,-3.85477,8.98581,9.14895,9.19507,12.0343,14.3492,14.3884,14.4518,18.2358,18.3204,19.0392,22.8108,22.9843,23.1306,25.6281,36.7424
2.47,1,-3.86564,9.11938,9.18207,9.19876,11.9233,14.3596,14.374,14.3966,18.3024,18.3341,18.9615,22.8919,22.9583,23.0122,25.4643,37.3792
2.49,1,-3.87108,9.1915,9.19872,9.20057,11.862,14.3652,14.3668,14.3693,18.3372,18.3408,18.9222,22.9378,22.9455,22.9515,25.3772,37.8729
2.5,1,-3.87176,9.2008,9.2008,9.2008,11.854,14.3659,14.3659,14.3659,18.3416,18.3416,18.9173,22.9438,22.9438,22.9438,25.3661,37.9611
