Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.68,-1,-2.21696,2.02003,4.61951,5.38871,9.32268,10.7084,15.3025,15.5133,15.7678,16.4151,20.2782,20.3022,20.4739,21.3412,21.8755,22.8358
1.7,-1,-2.2218,2.03645,4.54104,5.42277,9.36789,10.9928,15.0654,15.2924,15.548,16.2279,20.4791,20.5553,20.72,21.5481,21.7148,22.5947
1.72,-1,-2.22865,2.05417,4.47151,5.46006,9.41603,11.2914,14.8349,15.0787,15.3333,16.0426,20.6036,20.8033,20.9617,21.6216,21.7561,22.3627
1.74,-1,-2.2379,2.07333,4.41255,5.50044,9.46706,11.601,14.6116,14.8732,15.1242,15.86,20.614,21.0408,21.1987,21.6242,21.9643,22.1537
1.75,-1,-2.24354,2.08352,4.38744,5.52173,9.49361,11.759,14.503,14.774,15.0216,15.7701,20.5775,21.1518,21.3153,21.6501,22.0682,22.0715
1.75,1,-2.24354,2.08352,4.38744,5.52173,9.49361,11.759,14.503,14.774,15.0216,15.7701,20.5775,21.1518,21.3153,21.6501,22.0682,22.0715
1.77,1,-2.25707,2.10533,4.3465,5.56641,9.54862,12.0785,14.2924,14.5842,14.8208,15.5936,20.45,21.3258,21.545,21.6773,22.0271,22.2751
1.79,1,-2.27389,2.12947,4.31848,5.61374,9.60589,12.3964,14.0931,14.4098,14.6257,15.422,20.2836,21.3062,21.7589,21.7699,22.1476,22.4806
1.81,1,-2.29429,2.15655,4.30364,5.66349,9.66497,12.6977,13.9094,14.2607,14.4363,15.2559,20.1008,21.1312,21.9435,21.9903,22.3137,22.6844
1.83,1,-2.31848,2.18727,4.302,5.71544,9.72531,12.9466,13.7501,14.1642,14.2526,15.0961,19.9114,20.9194,22.1384,22.2064,22.4593,22.8864
1.85,1,-2.34663,2.22244,4.31325,5.76935,9.78622,13.0733,13.6222,14.0748,14.1829,14.943,19.7201,20.6976,22.2686,22.4187,22.5246,23.0867
1.87,1,-2.37879,2.26288,4.33693,5.82495,9.84689,13.0467,13.5082,13.9027,14.3655,14.7973,19.5287,20.4719,22.0981,22.6276,22.6353,23.2077
1.89,1,-2.41495,2.30939,4.3724,5.88195,9.90632,12.9344,13.3891,13.7363,14.6594,14.6637,19.3377,20.2437,21.7358,22.8096,22.8336,23.3478
1.91,1,-2.45498,2.36271,4.41891,5.94006,9.96336,12.7927,13.2681,13.5757,14.53,15.0183,19.1467,20.0131,21.3395,22.9803,23.0369,23.5224
1.93,1,-2.49868,2.42348,4.47569,5.99896,10.0167,12.6432,13.1515,13.4206,14.4096,15.4011,18.9538,19.7795,20.9481,23.1244,23.2378,23.7061
1.95,1,-2.54577,2.49223,4.54193,6.05832,10.0648,12.494,13.0437,13.2712,14.2986,15.8001,18.756,19.5433,20.5764,23.2097,23.436,23.89
1.97,1,-2.5959,2.56935,4.6168,6.11779,10.1061,12.3482,12.9472,13.1272,14.1976,16.208,18.5482,19.3068,20.2331,23.1839,23.6307,24.0684
1.99,1,-2.64866,2.65513,4.69952,6.17702,10.1388,12.2078,12.864,12.9887,14.107,16.6181,18.3248,19.0763,19.924,23.0177,23.82,24.237
2.01,1,-2.70362,2.74972,4.78931,6.23566,10.1614,12.0736,12.7951,12.8555,14.0274,17.0186,18.084,18.8608,19.6531,22.7531,23.9989,24.4014
2.03,1,-2.7603,2.85319,4.88541,6.29335,10.1725,11.9463,12.7276,12.7413,13.959,17.3646,17.8557,18.6685,19.4271,22.4458,24.155,24.5719
2.05,1,-2.81824,2.96551,4.98708,6.34976,10.171,11.8263,12.6049,12.7023,13.9024,17.3851,17.8824,18.5046,19.2689,22.1273,24.2552,24.7489
2.07,1,-2.87694,3.08659,5.09357,6.40453,10.1565,11.7141,12.4875,12.6771,13.8578,17.117,18.0546,18.376,19.2434,21.8138,24.2262,24.9255
2.09,1,-2.93595,3.21628,5.20416,6.45737,10.1291,11.6098,12.3751,12.6636,13.8255,16.8105,18.0573,18.2744,19.422,21.5162,24.0226,25.0877
2.11,1,-2.9948,3.35439,5.31808,6.50797,10.0891,11.5138,12.268,12.6585,13.8055,16.5015,17.9484,18.1569,19.7469,21.2477,23.712,25.2013
2.13,1,-3.05308,3.50069,5.43458,6.55609,10.0376,11.4263,12.1659,12.6575,13.7982,16.2016,17.7915,18.036,20.0994,21.0448,23.3609,25.1854
2.15,1,-3.11037,3.65494,5.55286,6.60152,9.97553,11.3476,12.0691,12.6555,13.8033,15.9187,17.6005,17.9336,20.3006,21.0485,22.9974,24.9824
2.17,1,-3.1663,3.81684,5.67207,6.64407,9.90387,11.278,11.9773,12.6463,13.8208,15.6597,17.3871,17.8515,20.2267,21.3684,22.6326,24.6684
2.19,1,-3.22052,3.98611,5.79134,6.68361,9.82344,11.2175,11.8908,12.6235,13.8504,15.4311,17.1603,17.7873,20.0557,21.8203,22.2717,24.3153
2.21,1,-3.27272,4.16243,5.90976,6.72008,9.73478,11.1666,11.8094,12.5811,13.8919,15.2386,16.9253,17.7394,19.8741,21.9174,22.3143,23.9509
2.23,1,-3.32259,4.34546,6.02635,6.75342,9.6381,11.1253,11.7333,12.5149,13.9445,15.086,16.6856,17.7076,19.7011,21.5717,22.8288,23.5855
2.25,1,-3.36989,4.53483,6.14012,6.78366,9.53333,11.0939,11.6624,12.4237,14.0078,14.974,16.4442,17.6924,19.5418,21.2358,23.2203,23.3605
2.27,1,-3.41437,4.73014,6.25003,6.81085,9.42007,11.0722,11.5969,12.3102,14.0807,14.8998,16.2036,17.6943,19.3974,20.9113,22.8662,23.898
2.29,1,-3.45582,4.93094,6.35503,6.83506,9.29775,11.0603,11.5366,12.1802,14.1622,14.8574,15.9664,17.7141,19.268,20.5993,22.5174,24.4469
2.31,1,-3.49405,5.13671,6.4541,6.85642,9.16568,11.0579,11.4818,12.0409,14.2509,14.8394,15.7353,17.7523,19.153,20.3014,22.1771,25.0044
2.33,1,-3.52891,5.34685,6.54622,6.87505,9.02328,11.0642,11.4323,11.8999,14.3451,14.8385,15.5132,17.8094,19.0518,20.0192,21.8464,25.5699
2.35,1,-3.56023,5.56061,6.63046,6.89111,8.8702,11.0785,11.3883,11.7638,14.4427,14.848,15.3031,17.8851,18.9636,19.7549,21.5266,26.143
2.37,1,-3.5879,5.77705,6.70595,6.90474,8.70659,11.0992,11.3497,11.6377,14.5411,14.8619,15.1091,17.9788,18.8879,19.5109,21.2192,26.7231
2.39,1,-3.61181,5.99485,6.77195,6.91609,8.5333,11.1246,11.3165,11.5256,14.6373,14.8646,14.9463,18.0888,18.824,19.2902,20.9263,27.31
2.41,1,-3.63187,6.21207,6.82783,6.92531,8.35222,11.1524,11.2889,11.4299,14.7275,14.7595,14.9124,18.2123,18.7715,19.0964,20.6509,27.9028
2.43,1,-3.648,6.42548,6.87308,6.93252,8.16684,11.1798,11.2668,11.3524,14.632,14.8077,14.9237,18.3439,18.7299,18.9334,20.3982,28.5005
2.45,1,-3.66015,6.62877,6.90732,6.93783,7.98391,11.204,11.2502,11.294,14.5302,14.8734,14.9349,18.4745,18.699,18.8058,20.1771,29.1003
2.47,1,-3.66828,6.80751,6.93029,6.94132,7.81839,11.222,11.2391,11.2549,14.4598,14.9202,14.943,18.5878,18.6785,18.7178,20.0036,29.6924
2.49,1,-3.67235,6.92589,6.94182,6.94305,7.70649,11.2316,11.2336,11.2353,14.4238,14.9446,14.9471,18.6575,18.6683,18.6727,19.9039,30.2159
2.5,1,-3.67285,6.94326,6.94326,6.94326,7.68992,11.2329,11.2329,11.2329,14.4193,14.9477,14.9477,18.6671,18.6671,18.6671,19.8906,30.3347
